wp_url,wp_pageid,display_name,row_num
"https://en.wikipedia.org/wiki/Prince_Philip,_Duke_of_Edinburgh",62093,"Prince Philip, Duke of Edinburgh",1
https://en.wikipedia.org/wiki/Inge_King,14336886,Inge King,2
https://en.wikipedia.org/wiki/Bernhard_Neumann,5032588,Bernhard Neumann,3
https://en.wikipedia.org/wiki/Cate_Blanchett,160126,Cate Blanchett,4
https://en.wikipedia.org/wiki/Jessica_Watson,24733687,Jessica Watson,5
https://en.wikipedia.org/wiki/William_Deane,373280,William Deane,6
https://en.wikipedia.org/wiki/Raelene_Boyle,1739221,Raelene Boyle,7
https://en.wikipedia.org/wiki/Michael_Turtur,21306890,Michael Turtur,8
https://en.wikipedia.org/wiki/Bob_Hawke,4059,Bob Hawke,9
https://en.wikipedia.org/wiki/Cate_Campbell,18442258,Cate Campbell,10
https://en.wikipedia.org/wiki/Alice_Tait,901540,Alice Tait,11
https://en.wikipedia.org/wiki/Lorraine_Crapp,4215350,Lorraine Crapp,12
https://en.wikipedia.org/wiki/Christine_Wolf,21537289,Christine Wolf,13
https://en.wikipedia.org/wiki/Debbie_Flintoff-King,3484026,Debbie Flintoff-King,14
https://en.wikipedia.org/wiki/Lesley_Turner_Bowrey,2151732,Lesley Turner Bowrey,15
https://en.wikipedia.org/wiki/Lydia_Lassila,4160930,Lydia Lassila,16
https://en.wikipedia.org/wiki/Tom_Schieffer,705385,Tom Schieffer,17
https://en.wikipedia.org/wiki/Natalie_Cook,914909,Natalie Cook,18
https://en.wikipedia.org/wiki/Bronte_Barratt,16951514,Bronte Barratt,19
https://en.wikipedia.org/wiki/Kylie_Palmer,16307240,Kylie Palmer,20
https://en.wikipedia.org/wiki/Torah_Bright,2566470,Torah Bright,21
https://en.wikipedia.org/wiki/Ashleigh_Barty,32296594,Ashleigh Barty,22
https://en.wikipedia.org/wiki/Harry_Seidler,100850,Harry Seidler,23
https://en.wikipedia.org/wiki/Dymphna_Cusack,3761192,Dymphna Cusack,24
https://en.wikipedia.org/wiki/Rod_Laver,221421,Rod Laver,25
https://en.wikipedia.org/wiki/Sara_Carrigan,1875584,Sara Carrigan,26
https://en.wikipedia.org/wiki/Elena_Kats-Chernin,277690,Elena Kats-Chernin,27
https://en.wikipedia.org/wiki/John_Eccles_(neurophysiologist),16426,John Eccles (neurophysiologist),28
https://en.wikipedia.org/wiki/Simone_Young,3550416,Simone Young,29
https://en.wikipedia.org/wiki/John_Cornforth,1138327,John Cornforth,30
https://en.wikipedia.org/wiki/Tunku_Abdul_Rahman,364275,Tunku Abdul Rahman,31
https://en.wikipedia.org/wiki/Paul_Hogan,693780,Paul Hogan,32
https://en.wikipedia.org/wiki/Barry_Gibb,168335,Barry Gibb,33
https://en.wikipedia.org/wiki/Frans_Seda,25653004,Frans Seda,34
https://en.wikipedia.org/wiki/Peter_Underwood,4637215,Peter Underwood,35
https://en.wikipedia.org/wiki/Guy_Sebastian,383626,Guy Sebastian,36
https://en.wikipedia.org/wiki/Michael_Grenda,12558988,Michael Grenda,37
https://en.wikipedia.org/wiki/Bruce_William_Stillman,33560980,Bruce William Stillman,38
https://en.wikipedia.org/wiki/Abdul_Taib_Mahmud,8703527,Abdul Taib Mahmud,39
https://en.wikipedia.org/wiki/Eva_Burrows,2440849,Eva Burrows,40
https://en.wikipedia.org/wiki/Ken_Done,1788606,Ken Done,41
https://en.wikipedia.org/wiki/Mem_Fox,4420480,Mem Fox,42
https://en.wikipedia.org/wiki/Alexandre_Hay,17879338,Alexandre Hay,43
https://en.wikipedia.org/wiki/Graeme_Clark_(doctor),2912259,Graeme Clark (doctor),44
https://en.wikipedia.org/wiki/John_Devitt,4899114,John Devitt,45
https://en.wikipedia.org/wiki/Bryce_Courtenay,525815,Bryce Courtenay,46
https://en.wikipedia.org/wiki/Murray_Stewart,36672861,Murray Stewart,47
https://en.wikipedia.org/wiki/Hugh_Jackman,302695,Hugh Jackman,48
https://en.wikipedia.org/wiki/Phil_Smyth,7436124,Phil Smyth,49
https://en.wikipedia.org/wiki/Jerry_Lewis,15967,Jerry Lewis,50
https://en.wikipedia.org/wiki/Deborra-Lee_Furness,1723540,Deborra-Lee Furness,51
https://en.wikipedia.org/wiki/Tony_O'Reilly,202018,Tony O'Reilly,52
https://en.wikipedia.org/wiki/Googie_Withers,1075153,Googie Withers,53
https://en.wikipedia.org/wiki/Michael_Hayden_(general),5088447,Michael Hayden (general),54
https://en.wikipedia.org/wiki/Helen_Quinn,6528064,Helen Quinn,55
https://en.wikipedia.org/wiki/Bradley_McGee,1362802,Bradley McGee,56
https://en.wikipedia.org/wiki/Deborah_Mailman,1224047,Deborah Mailman,57
https://en.wikipedia.org/wiki/Lionel_Cox_(cyclist),11429638,Lionel Cox (cyclist),58
https://en.wikipedia.org/wiki/Kim_Brennan,30748679,Kim Brennan,59
https://en.wikipedia.org/wiki/Johnny_Warren,1144217,Johnny Warren,60
https://en.wikipedia.org/wiki/Warren_Truss,625969,Warren Truss,61
https://en.wikipedia.org/wiki/Geoffrey_Blainey,1653654,Geoffrey Blainey,62
https://en.wikipedia.org/wiki/David_Williamson,534672,David Williamson,63
https://en.wikipedia.org/wiki/Melissa_Byram,3271570,Melissa Byram,64
https://en.wikipedia.org/wiki/Steve_Moneghetti,2425102,Steve Moneghetti,65
https://en.wikipedia.org/wiki/Peter_Cosgrove,1042746,Peter Cosgrove,66
https://en.wikipedia.org/wiki/David_Ireland_(author),15093165,David Ireland (author),67
https://en.wikipedia.org/wiki/Matthew_Hayden,442756,Matthew Hayden,68
https://en.wikipedia.org/wiki/Elke_Neidhardt,30635844,Elke Neidhardt,69
https://en.wikipedia.org/wiki/Charles_K._Bliss,2968366,Charles K. Bliss,70
https://en.wikipedia.org/wiki/Rolf_M._Zinkernagel,1702186,Rolf M. Zinkernagel,71
https://en.wikipedia.org/wiki/Hayley_Lewis,3001167,Hayley Lewis,72
https://en.wikipedia.org/wiki/Alyson_Annan,7421199,Alyson Annan,73
https://en.wikipedia.org/wiki/Gillian_Rolton,4215251,Gillian Rolton,74
https://en.wikipedia.org/wiki/Matthew_Mitcham,17583476,Matthew Mitcham,75
https://en.wikipedia.org/wiki/Jill_Bilcock,14687057,Jill Bilcock,76
https://en.wikipedia.org/wiki/Iain_Jensen,36392454,Iain Jensen,77
https://en.wikipedia.org/wiki/John_Andrews_(architect),13377072,John Andrews (architect),78
https://en.wikipedia.org/wiki/Pam_Kilborn,3656507,Pam Kilborn,79
https://en.wikipedia.org/wiki/Clifford_Possum_Tjapaltjarri,2292559,Clifford Possum Tjapaltjarri,80
https://en.wikipedia.org/wiki/Kerry_Saxby-Junna,5563731,Kerry Saxby-Junna,81
https://en.wikipedia.org/wiki/Kerri_Pottharst,2466677,Kerri Pottharst,82
https://en.wikipedia.org/wiki/Michellie_Jones,1752054,Michellie Jones,83
https://en.wikipedia.org/wiki/Marlene_Mathews,3656162,Marlene Mathews,84
https://en.wikipedia.org/wiki/Linda_Mackenzie,17224352,Linda Mackenzie,85
https://en.wikipedia.org/wiki/Chantelle_Newbery,3021506,Chantelle Newbery,86
https://en.wikipedia.org/wiki/George_Miller_(filmmaker),152157,George Miller (filmmaker),87
https://en.wikipedia.org/wiki/Giaan_Rooney,921917,Giaan Rooney,88
https://en.wikipedia.org/wiki/Jamie_Dwyer,34990671,Jamie Dwyer,89
